,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Transaction_ID,Timestamp,Amount,Merchant,Card_Type,Device,Is_Fraud,Estado,Tipo_Comercio,Uso_Internacional,Historial_Usuario
3758,2025-01-15 17:30:00,41.87,Baldwin-Lopez,MasterCard,Desktop,0,Coahuila,Servicios,0,4
3759,2025-01-29 08:19:00,56.2,Ellis-Wilson,Discover,Mobile,0,Veracruz,Restaurante,0,29
3760,2025-01-19 00:03:00,177.76,Foster-Salinas,Visa,Mobile,0,Tamaulipas,Electrónica,0,28
3761,2025-01-20 23:01:00,12.77,Roach Inc,Visa,Desktop,0,Michoacán,Supermercado,0,45
3762,2025-01-31 00:29:00,132.77,"Pruitt, Romero and Matthews",Visa,Tablet,0,EdoMex,Supermercado,0,33
3763,2025-01-08 09:44:00,75.81,Henry-Lee,Visa,Tablet,0,EdoMex,Turismo,0,16
3764,2025-01-13 00:58:00,33.96,"Griffith, Murphy and Harrington",MasterCard,Mobile,0,Jalisco,Entretenimiento,0,37
3765,2025-02-01 05:02:00,67.89,Rivera-Greene,Amex,Mobile,0,Nuevo León,Entretenimiento,0,22
3766,2025-01-31 14:17:00,35.66,Watson-Anderson,Discover,Desktop,0,Veracruz,Turismo,0,5
3767,2025-01-21 11:14:00,90.65,Perry and Sons,Amex,Mobile,0,Puebla,Entretenimiento,0,29
3768,2025-01-16 09:01:00,56.89,Carter-Rodgers,MasterCard,Desktop,0,EdoMex,Retail,0,30
3769,2025-01-16 09:58:00,17.96,Miller Group,MasterCard,Mobile,0,Coahuila,Entretenimiento,0,18
3770,2025-01-24 08:31:00,12.4,Nelson-Gibson,Amex,Mobile,0,Coahuila,Retail,0,7
3771,2025-01-16 23:28:00,79.12,"Erickson, Wheeler and Adams",Amex,Mobile,0,EdoMex,Electrónica,0,20
3772,2025-01-27 06:30:00,232.7,"Vargas, Reeves and Smith",MasterCard,Tablet,0,Veracruz,Restaurante,0,21
3773,2025-01-25 15:55:00,42.15,Davis Inc,MasterCard,Desktop,0,Veracruz,Entretenimiento,0,24
3774,2025-01-29 02:57:00,132.05,"Carter, Mccann and Avila",Discover,Desktop,0,Chihuahua,Electrónica,0,24
3775,2025-01-07 13:19:00,107.49,Wilson-Griffin,Visa,Tablet,0,Baja California,Supermercado,0,36
3776,2025-02-02 01:25:00,268.17,Adams Group,Visa,Tablet,0,Veracruz,Electrónica,0,26
3777,2025-01-24 07:30:00,172.03,Thomas-Buchanan,Discover,Tablet,0,CDMX,Turismo,0,31
3778,2025-01-11 01:31:00,83.61,Smith-Rodriguez,Amex,Desktop,0,Guanajuato,Servicios,0,13
3779,2025-01-07 20:42:00,107.01,Ramirez Ltd,MasterCard,Mobile,0,Baja California,Retail,0,23
3780,2025-01-03 22:31:00,228.66,"Cook, Hart and Horn",Amex,Tablet,0,Baja California,Entretenimiento,0,5
3781,2025-01-02 04:44:00,51,"Greene, Rivas and Stevens",Visa,Tablet,0,Veracruz,Turismo,0,19
3782,2025-01-29 01:36:00,39.57,Collins PLC,Visa,Tablet,0,Michoacán,Electrónica,0,4
3783,2025-01-30 02:51:00,1.09,"Bennett, Bryant and Mclaughlin",Amex,Mobile,0,Jalisco,Restaurante,0,25
3784,2025-01-06 08:06:00,175.19,Smith LLC,Visa,Mobile,0,Puebla,Supermercado,0,13
3785,2025-01-18 15:49:00,161.44,Smith Inc,MasterCard,Tablet,0,Baja California,Supermercado,0,4
3786,2025-01-12 00:52:00,11.03,Bowen Inc,Discover,Mobile,0,Tamaulipas,Retail,0,13
3787,2025-01-11 12:56:00,86,"Parrish, Davis and Mullins",Amex,Tablet,0,Guanajuato,Retail,0,18
3788,2025-01-18 10:25:00,62.36,"Hurley, Cantu and Aguilar",MasterCard,Mobile,0,CDMX,Restaurante,0,25
3789,2025-01-27 08:02:00,12.64,Jackson-Ward,MasterCard,Desktop,0,Guanajuato,Servicios,0,43
3790,2025-01-14 08:00:00,394.08,Villegas Inc,Visa,Desktop,0,Baja California,Servicios,0,4
3791,2025-01-29 11:48:00,24.17,"Ford, Figueroa and Schneider",MasterCard,Mobile,0,Michoacán,Turismo,0,22
3792,2025-01-25 09:45:00,6.96,Serrano-Reyes,Amex,Desktop,1,Baja California,Supermercado,0,32
3793,2025-01-08 21:13:00,90.35,Schwartz-Whitney,MasterCard,Desktop,0,Tamaulipas,Restaurante,0,8
3794,2025-02-01 01:51:00,134.27,Gomez Ltd,Discover,Desktop,0,Jalisco,Supermercado,0,47
3795,2025-01-07 08:20:00,3.3,Collins and Sons,MasterCard,Tablet,0,CDMX,Turismo,0,33
3796,2025-01-26 14:15:00,107.5,House-Johnson,MasterCard,Mobile,0,Guanajuato,Servicios,0,9
3797,2025-02-03 16:48:00,75.99,Williams-Washington,Discover,Mobile,0,Chihuahua,Restaurante,0,45
3798,2025-01-18 22:24:00,10.9,Jordan and Sons,MasterCard,Mobile,0,Tamaulipas,Supermercado,0,26
3799,2025-01-31 20:12:00,18.94,Nielsen-Armstrong,MasterCard,Desktop,0,Tamaulipas,Turismo,0,12
3800,2025-01-08 12:32:00,83.93,"Stuart, Gardner and Griffith",Visa,Tablet,0,Jalisco,Electrónica,0,29
3801,2025-01-27 17:41:00,35.15,"Mendez, Jackson and Johnson",Amex,Mobile,0,Coahuila,Turismo,0,16
3802,2025-01-16 18:11:00,278.57,Johnson-Dean,Visa,Desktop,0,Baja California,Turismo,0,40
3803,2025-01-29 00:46:00,170.78,Peterson LLC,Amex,Tablet,0,CDMX,Supermercado,0,42
3804,2025-01-07 16:43:00,410.85,Reed Group,Discover,Tablet,0,EdoMex,Turismo,0,3
3805,2025-01-10 12:49:00,30.07,"Rice, Bennett and Gardner",Discover,Mobile,0,Chihuahua,Servicios,0,15
3806,2025-01-01 12:38:00,349.74,Hernandez PLC,Discover,Mobile,0,Jalisco,Retail,0,26
3807,2025-01-20 11:31:00,56.43,Lee and Sons,Amex,Desktop,0,Guanajuato,Retail,0,49
3808,2025-02-02 00:58:00,42.7,Butler-Wilson,Amex,Mobile,0,Nuevo León,Servicios,0,47
3809,2025-02-05 14:40:00,5.17,"Martin, Johnson and Diaz",Amex,Desktop,0,Sonora,Turismo,0,25
3810,2025-01-03 09:04:00,5.42,Porter-Stewart,Discover,Tablet,0,Nuevo León,Entretenimiento,0,39
3811,2025-01-18 03:36:00,117.77,Powell and Sons,Amex,Tablet,0,Coahuila,Electrónica,0,44
3812,2025-01-08 07:27:00,61.24,Blair Ltd,MasterCard,Tablet,0,Nuevo León,Entretenimiento,0,50
3813,2025-01-12 18:30:00,25.69,Reilly Ltd,Visa,Tablet,0,CDMX,Entretenimiento,0,9
3814,2025-01-24 13:29:00,95.18,"Moore, Bates and Young",Discover,Mobile,0,Michoacán,Servicios,0,13
3815,2025-01-28 14:48:00,29.15,Gordon LLC,Visa,Mobile,0,EdoMex,Electrónica,0,43
3816,2025-01-13 21:32:00,86.19,"Ramos, Nguyen and Perry",MasterCard,Desktop,0,Michoacán,Restaurante,0,22
3817,2025-01-22 07:35:00,44.51,"Coffey, Everett and Romero",Amex,Desktop,0,Guanajuato,Restaurante,0,11
3818,2025-01-05 09:55:00,173.47,"Kent, Simon and Simpson",Visa,Desktop,0,Coahuila,Entretenimiento,0,18
3819,2025-01-20 17:52:00,171.87,Donovan LLC,MasterCard,Desktop,0,Tamaulipas,Turismo,0,31
3820,2025-01-07 00:49:00,64.88,Glass-Watkins,MasterCard,Desktop,0,Guanajuato,Supermercado,0,18
3821,2025-01-06 00:05:00,43.2,Kerr-Allison,Visa,Tablet,0,EdoMex,Retail,0,33
3822,2025-01-26 02:03:00,45.03,Norris Inc,Discover,Tablet,0,EdoMex,Entretenimiento,0,20
3823,2025-01-04 23:06:00,163.84,Sandoval-Clarke,Visa,Tablet,0,Jalisco,Restaurante,0,24
3824,2025-01-13 06:45:00,39.78,"Chambers, Reyes and Sandoval",Discover,Desktop,0,Chihuahua,Restaurante,0,20
3825,2025-02-04 20:11:00,23.45,Reese-Wells,Amex,Tablet,0,Puebla,Restaurante,0,27
3826,2025-01-31 13:33:00,8.85,Smith-Gardner,Discover,Tablet,0,Tamaulipas,Entretenimiento,0,38
3827,2025-01-23 10:42:00,62.87,Baker LLC,Amex,Tablet,0,Tamaulipas,Electrónica,0,19
3828,2025-02-04 00:17:00,65.8,Fernandez-Hernandez,Visa,Tablet,0,Baja California,Retail,0,46
3829,2025-01-30 09:34:00,183.83,"Moore, Marks and Marshall",Amex,Mobile,0,Nuevo León,Turismo,0,31
3830,2025-01-20 07:28:00,25.01,"Smith, Diaz and Beard",MasterCard,Desktop,0,Sonora,Turismo,0,30
3831,2025-01-26 15:23:00,47.96,Maynard-Kennedy,Amex,Desktop,0,Veracruz,Turismo,0,50
3832,2025-01-12 16:19:00,165.24,Randall Ltd,Discover,Mobile,0,Coahuila,Supermercado,0,5
3833,2025-01-13 00:47:00,173.51,Houston-Smith,Discover,Tablet,0,Jalisco,Restaurante,0,12
3834,2025-01-31 20:45:00,48.55,Moran-Hall,Discover,Tablet,0,Puebla,Restaurante,0,1
3835,2025-01-10 01:39:00,61.46,Smith and Sons,Amex,Tablet,0,Veracruz,Turismo,0,28
3836,2025-01-21 15:28:00,36.14,Rosario PLC,Discover,Desktop,0,EdoMex,Electrónica,0,9
3837,2025-01-16 11:54:00,269.64,Moreno-Jones,Discover,Desktop,0,Guanajuato,Servicios,0,6
3838,2025-01-24 07:36:00,12.63,Kaiser Inc,MasterCard,Desktop,0,Baja California,Entretenimiento,0,16
3839,2025-01-03 13:10:00,271.43,Guerrero and Sons,Amex,Desktop,0,Sonora,Entretenimiento,0,16
3840,2025-01-25 01:27:00,115.16,Lopez Inc,MasterCard,Desktop,0,Puebla,Servicios,0,14
3841,2025-01-27 09:05:00,75.84,Martin Inc,Discover,Mobile,0,Michoacán,Supermercado,0,34
3842,2025-01-14 13:34:00,3.32,Cervantes-Farmer,Discover,Desktop,0,Nuevo León,Electrónica,0,5
3843,2025-01-15 07:07:00,64.55,Underwood Ltd,Discover,Tablet,0,Nuevo León,Restaurante,0,9
3844,2025-01-31 12:45:00,52.38,Porter-Mcguire,Amex,Desktop,0,Veracruz,Supermercado,0,20
3845,2025-01-24 18:25:00,17.58,"Moody, Rivera and Jenkins",Visa,Mobile,1,CDMX,Retail,0,27
3846,2025-01-12 21:11:00,106.83,Anderson-Jordan,Discover,Tablet,0,Sonora,Turismo,0,20
3847,2025-01-08 01:07:00,354.57,Tyler PLC,Discover,Mobile,0,CDMX,Entretenimiento,0,13
3848,2025-01-18 09:27:00,82.6,Snyder-Boyd,Discover,Tablet,0,Jalisco,Restaurante,0,33
3849,2025-01-10 15:49:00,125.44,"Martin, Jackson and Gould",Discover,Desktop,0,Coahuila,Retail,0,18
3850,2025-01-27 10:55:00,7.09,Schultz Group,Amex,Mobile,0,Jalisco,Electrónica,0,23
3851,2025-01-22 19:43:00,54.07,Bradley-Bradshaw,Visa,Tablet,1,Coahuila,Retail,0,23
3852,2025-01-29 08:32:00,12.37,"Phillips, Johnson and Williams",Visa,Desktop,0,Jalisco,Servicios,0,34
3853,2025-01-09 10:19:00,94.88,Ramsey LLC,Visa,Tablet,0,Michoacán,Retail,0,1
3854,2025-01-16 12:57:00,278.84,"Rush, Richard and Mccoy",Discover,Mobile,0,Veracruz,Restaurante,0,44
3855,2025-01-05 14:49:00,108.41,"White, Hardin and Pollard",Discover,Mobile,0,Guanajuato,Electrónica,0,23
3856,2025-01-27 08:44:00,7.99,Davis-Mendoza,Visa,Mobile,0,Baja California,Servicios,0,15
3857,2025-01-28 04:53:00,43.8,Wood PLC,Visa,Mobile,0,Nuevo León,Turismo,0,1
3858,2025-01-20 10:01:00,80,Gray-Knox,Discover,Desktop,0,Guanajuato,Entretenimiento,0,33
3859,2025-01-19 05:25:00,51.62,Lewis-Beck,Discover,Tablet,0,Guanajuato,Servicios,0,15
3860,2025-01-17 17:39:00,179.36,Miller Ltd,MasterCard,Desktop,0,Coahuila,Servicios,0,24
3861,2025-01-09 09:26:00,168.56,Lee Ltd,MasterCard,Mobile,0,Sonora,Restaurante,0,20
3862,2025-01-26 22:04:00,94.63,Mcguire LLC,MasterCard,Tablet,0,EdoMex,Retail,0,44
3863,2025-01-24 21:32:00,46.75,"Thomas, Odom and Smith",Visa,Mobile,0,CDMX,Electrónica,0,16
3864,2025-01-03 06:38:00,29.48,"Brown, Harrison and Mercer",Amex,Desktop,0,Chihuahua,Supermercado,0,17
3865,2025-01-02 22:22:00,11.19,Ware Inc,Discover,Desktop,0,Puebla,Supermercado,0,42
3866,2025-01-05 14:23:00,43.83,Long-Thompson,MasterCard,Desktop,0,Guanajuato,Turismo,0,48
3867,2025-01-07 14:19:00,53.3,"Campbell, Campos and Mueller",Amex,Tablet,0,Nuevo León,Supermercado,0,11
3868,2025-01-07 02:14:00,112.65,"Holmes, Alvarado and Douglas",Discover,Tablet,0,Michoacán,Restaurante,0,22
3869,2025-01-31 13:03:00,107.34,"Shelton, Hess and Rojas",Amex,Mobile,0,Puebla,Supermercado,0,44
3870,2025-01-26 16:23:00,7.27,"Hayden, Martin and Johnson",Visa,Tablet,0,Coahuila,Supermercado,0,34
3871,2025-01-22 12:53:00,50.3,Moore Inc,Visa,Tablet,0,Sonora,Supermercado,0,16
3872,2025-01-15 00:14:00,20.06,Garcia-Rivera,Visa,Desktop,0,Coahuila,Retail,0,48
3873,2025-01-14 20:39:00,17.06,Bryant-Jones,MasterCard,Mobile,0,Coahuila,Supermercado,0,31
3874,2025-01-25 00:33:00,175.62,Thomas-Lane,Discover,Desktop,0,CDMX,Turismo,0,48
3875,2025-01-23 03:09:00,4.28,"Doyle, Chaney and White",Visa,Mobile,0,Nuevo León,Electrónica,0,31
3876,2025-01-14 23:20:00,54.33,Mora Group,MasterCard,Mobile,0,Tamaulipas,Retail,0,12
3877,2025-01-01 19:34:00,18.42,Johnson-Lopez,MasterCard,Tablet,0,Guanajuato,Retail,0,18
3878,2025-01-06 20:38:00,211.47,"Kennedy, Dickson and Phillips",MasterCard,Desktop,0,Tamaulipas,Restaurante,0,43
3879,2025-01-18 15:42:00,81.43,Torres-Massey,MasterCard,Tablet,0,Puebla,Retail,0,34
3880,2025-01-25 16:33:00,26.32,Roth Group,Visa,Tablet,0,Michoacán,Entretenimiento,0,47
3881,2025-01-20 12:55:00,69.8,Warren Inc,MasterCard,Tablet,0,Tamaulipas,Entretenimiento,0,38
3882,2025-01-25 07:48:00,131.49,Brock-Jones,Visa,Mobile,0,Coahuila,Servicios,0,27
3883,2025-01-30 02:46:00,317.29,Gilmore Group,Visa,Desktop,0,Coahuila,Restaurante,0,22
3884,2025-01-20 21:27:00,24.9,Heath PLC,MasterCard,Desktop,0,Veracruz,Servicios,0,25
3885,2025-01-11 09:21:00,217.32,"Flowers, Hughes and Weeks",Visa,Tablet,0,Puebla,Entretenimiento,0,49
3886,2025-01-16 03:42:00,272.27,Stone-Powell,Discover,Mobile,0,Sonora,Servicios,0,43
3887,2025-02-02 19:59:00,248.2,"Byrd, Williams and Sandoval",Discover,Desktop,0,CDMX,Entretenimiento,0,2
3888,2025-01-03 21:46:00,100.9,Williams-Harris,Amex,Desktop,0,Sonora,Restaurante,0,9
3889,2025-02-04 02:13:00,99.38,Palmer-Tucker,Discover,Tablet,0,Jalisco,Servicios,0,29
3890,2025-01-25 22:50:00,51.62,Powell-Lee,Visa,Mobile,0,Puebla,Retail,0,13
3891,2025-01-23 13:10:00,139.59,"Suarez, Martinez and Cruz",Visa,Tablet,0,EdoMex,Electrónica,0,9
3892,2025-01-09 13:52:00,75.78,Meyer Ltd,Discover,Desktop,0,Chihuahua,Retail,0,26
3893,2025-02-03 13:24:00,113.15,"Hernandez, Robinson and Bailey",MasterCard,Mobile,0,Tamaulipas,Servicios,0,45
3894,2025-01-11 18:50:00,55.94,Anderson Ltd,MasterCard,Tablet,0,EdoMex,Electrónica,0,21
3895,2025-01-11 10:33:00,131.49,Williamson-Cox,Visa,Desktop,0,Michoacán,Supermercado,0,23
3896,2025-01-04 15:50:00,174,Wilson-Mcdaniel,MasterCard,Tablet,0,Guanajuato,Entretenimiento,0,8
3897,2025-02-03 13:40:00,15.83,Figueroa-Ortiz,Amex,Tablet,0,Jalisco,Servicios,0,11
3898,2025-01-12 19:53:00,178.93,Martin-Melton,Amex,Tablet,0,Chihuahua,Restaurante,0,14
3899,2025-01-07 12:45:00,77.72,Higgins-Gould,Discover,Mobile,0,Sonora,Servicios,0,31
3900,2025-01-28 12:48:00,186.22,"Baker, Singleton and Hernandez",Discover,Desktop,0,CDMX,Electrónica,0,40
3901,2025-01-14 14:20:00,56.44,"Moore, Berg and Bush",MasterCard,Desktop,0,Michoacán,Servicios,0,49
3902,2025-01-18 00:34:00,47.65,"Chavez, Hensley and Ross",Visa,Desktop,0,Veracruz,Restaurante,0,34
3903,2025-02-05 05:41:00,246.58,"Wallace, Lynch and Moreno",Discover,Desktop,0,Coahuila,Supermercado,0,44
3904,2025-01-08 03:38:00,28.92,"Smith, Taylor and Lowe",Amex,Mobile,0,Michoacán,Turismo,0,11
3905,2025-01-18 02:58:00,185.93,Smith Inc,Discover,Tablet,0,Veracruz,Servicios,0,30
3906,2025-01-21 22:15:00,66.17,"Romero, Buchanan and Stokes",Discover,Desktop,0,CDMX,Entretenimiento,0,47
3907,2025-01-31 21:53:00,72.17,"Fuller, Rivera and Huynh",Amex,Mobile,0,EdoMex,Retail,0,34
3908,2025-01-06 15:22:00,36.88,Wood Inc,Visa,Tablet,0,EdoMex,Servicios,0,44
3909,2025-01-23 01:44:00,85.11,Hill-Huang,Discover,Mobile,0,Jalisco,Servicios,0,48
3910,2025-01-15 20:26:00,39.34,Green-Scott,Discover,Mobile,0,Chihuahua,Retail,0,8
3911,2025-02-04 05:43:00,4.01,Larson Ltd,Discover,Desktop,0,Veracruz,Entretenimiento,0,15
3912,2025-01-19 14:28:00,31.75,"Stewart, Silva and Gibbs",MasterCard,Desktop,0,Puebla,Electrónica,0,6
3913,2025-01-25 19:17:00,0.64,Burns PLC,Discover,Tablet,0,Coahuila,Entretenimiento,0,11
3914,2025-01-30 00:54:00,383.3,Woodard LLC,Amex,Tablet,0,Tamaulipas,Retail,0,34
3915,2025-02-03 04:13:00,337.4,"Fry, Patton and Woodard",Visa,Desktop,0,Baja California,Entretenimiento,0,39
3916,2025-01-06 17:39:00,50.28,"Hines, Johnson and Barnes",Visa,Mobile,0,Jalisco,Supermercado,0,26
3917,2025-01-24 01:07:00,130.33,"Reyes, Hicks and Herrera",Amex,Desktop,0,EdoMex,Restaurante,0,19
3918,2025-01-08 12:12:00,42.44,Anderson LLC,MasterCard,Tablet,0,Jalisco,Restaurante,0,4
3919,2025-01-25 17:31:00,111.2,"Mathis, Holder and Martin",Amex,Mobile,0,Michoacán,Entretenimiento,0,47
3920,2025-01-06 01:06:00,163.7,"Shannon, Sanford and Meza",Visa,Mobile,0,EdoMex,Restaurante,0,35
3921,2025-01-27 16:54:00,293.29,Moore-Ruiz,Amex,Mobile,0,Sonora,Retail,0,6
3922,2025-01-06 22:24:00,51.12,Watson and Sons,MasterCard,Desktop,0,Nuevo León,Turismo,0,36
3923,2025-01-01 07:49:00,152.92,Williams-Phillips,Visa,Desktop,0,Chihuahua,Entretenimiento,0,36
3924,2025-01-03 06:23:00,30.91,"Jones, Clark and Walker",MasterCard,Tablet,0,Puebla,Entretenimiento,0,28
3925,2025-01-29 22:00:00,463.9,Clay Ltd,Amex,Mobile,0,Tamaulipas,Turismo,0,36
3926,2025-01-17 05:32:00,2.61,"Hancock, Lane and Norris",Discover,Mobile,0,Puebla,Entretenimiento,0,22
3927,2025-01-08 05:46:00,92.52,Smith LLC,Amex,Desktop,0,Nuevo León,Servicios,0,13
3928,2025-02-05 13:00:00,107.74,"Patel, Moss and Dawson",MasterCard,Tablet,0,Michoacán,Retail,0,4
3929,2025-01-08 21:04:00,116.49,"Bradley, Cole and Ferguson",Amex,Tablet,0,CDMX,Servicios,0,26
3930,2025-01-22 03:18:00,12.83,Frazier-Sanchez,Discover,Mobile,0,Tamaulipas,Entretenimiento,0,12
3931,2025-02-03 14:15:00,278.92,White LLC,MasterCard,Desktop,0,Tamaulipas,Servicios,0,14
3932,2025-01-26 22:54:00,19.99,"Sanchez, Martin and Gilbert",Amex,Mobile,0,Guanajuato,Retail,0,13
3933,2025-01-18 04:13:00,97.49,Cherry Ltd,MasterCard,Desktop,0,Chihuahua,Turismo,0,25
3934,2025-01-13 22:53:00,25.19,"King, Davenport and Shelton",MasterCard,Tablet,0,Coahuila,Restaurante,0,34
3935,2025-01-11 03:12:00,36.7,"Riggs, Arnold and Garrett",Visa,Mobile,0,Sonora,Retail,0,29
3936,2025-01-20 13:52:00,79.07,"Hill, Fletcher and Lamb",Visa,Mobile,0,Sonora,Turismo,0,1
3937,2025-01-21 00:47:00,53.99,Johnson and Sons,MasterCard,Mobile,0,Sonora,Supermercado,0,48
3938,2025-01-01 18:21:00,17.46,Warner-Robinson,Amex,Tablet,0,Coahuila,Turismo,0,16
3939,2025-01-02 01:27:00,18.75,Armstrong Inc,Amex,Mobile,0,Veracruz,Electrónica,0,33
3940,2025-01-09 23:56:00,54.15,Larson-Anderson,Amex,Tablet,0,Tamaulipas,Turismo,0,29
3941,2025-01-28 13:47:00,141.59,Anderson-Carter,Discover,Desktop,0,Tamaulipas,Retail,0,18
3942,2025-01-10 03:27:00,228.24,Patterson-Ross,MasterCard,Tablet,0,Jalisco,Restaurante,0,18
3943,2025-01-25 03:26:00,8.79,Smith-Rodriguez,MasterCard,Desktop,0,Puebla,Turismo,0,47
3944,2025-02-05 14:45:00,49.94,Williams-Allen,Discover,Tablet,1,Guanajuato,Turismo,0,30
3945,2025-02-01 16:01:00,10.56,"Smith, Hill and Huerta",MasterCard,Tablet,0,Coahuila,Supermercado,0,35
3946,2025-01-22 06:27:00,1.67,"Pugh, Cherry and White",MasterCard,Mobile,0,Coahuila,Electrónica,0,28
3947,2025-02-02 08:41:00,108.39,"Gates, Peters and Torres",Discover,Tablet,0,CDMX,Retail,0,37
3948,2025-01-03 19:08:00,92.24,Hoover-Hicks,Visa,Mobile,0,Veracruz,Entretenimiento,0,38
3949,2025-02-02 23:26:00,17.8,"Reeves, Graham and Barnes",MasterCard,Desktop,0,Baja California,Entretenimiento,0,18
3950,2025-01-05 08:44:00,26.63,Myers-Delgado,Discover,Desktop,0,Veracruz,Restaurante,0,11
3951,2025-02-05 19:52:00,2.4,Powell PLC,Amex,Mobile,0,Baja California,Turismo,0,3
3952,2025-01-02 08:48:00,180.15,"Allen, Robertson and Williams",Visa,Desktop,0,Baja California,Restaurante,0,38
3953,2025-01-03 07:40:00,367.66,"Jones, Medina and Castro",Amex,Tablet,0,Veracruz,Restaurante,0,38
3954,2025-02-02 12:46:00,14.56,Richardson PLC,MasterCard,Mobile,0,Veracruz,Servicios,0,45
3955,2025-01-27 14:16:00,26.33,Vargas-Nichols,Visa,Mobile,0,Baja California,Retail,0,12
3956,2025-02-02 17:27:00,202.81,Rosario and Sons,Discover,Mobile,0,Sonora,Electrónica,0,10
3957,2025-01-24 04:34:00,261,"Ingram, Nelson and Smith",MasterCard,Desktop,0,Michoacán,Restaurante,0,30
3958,2025-02-04 15:35:00,54.41,Atkinson Ltd,Discover,Desktop,0,Michoacán,Restaurante,0,31
3959,2025-01-03 09:33:00,5.19,Ford-Jenkins,Visa,Tablet,0,Baja California,Restaurante,0,12
3960,2025-01-23 15:54:00,4.02,Cabrera Ltd,Amex,Tablet,0,Sonora,Turismo,0,32
3961,2025-01-19 18:11:00,85.32,"Hines, Mendez and Hansen",MasterCard,Mobile,0,Sonora,Electrónica,0,38
3962,2025-02-01 16:51:00,49.91,"Wright, Ford and Spencer",MasterCard,Tablet,0,Michoacán,Restaurante,0,7
3963,2025-02-01 03:14:00,2.91,Morales-Sandoval,Discover,Desktop,0,Coahuila,Restaurante,0,29
3964,2025-01-11 19:48:00,87.53,Hardy-Little,Visa,Tablet,0,Baja California,Electrónica,0,49
3965,2025-01-15 08:10:00,1.14,Stevenson LLC,Discover,Desktop,0,Tamaulipas,Retail,0,50
3966,2025-01-04 07:03:00,154.82,Castillo-Trevino,Visa,Tablet,0,Nuevo León,Restaurante,0,23
3967,2025-01-09 19:52:00,36.59,Larson-Mendez,MasterCard,Desktop,0,Puebla,Restaurante,0,8
3968,2025-01-25 14:31:00,4.11,"Stephens, Rosales and Dominguez",Visa,Desktop,0,Baja California,Servicios,0,47
3969,2025-01-06 18:22:00,88.76,Johnson-Sherman,MasterCard,Tablet,0,Chihuahua,Electrónica,0,44
3970,2025-01-28 03:28:00,50.7,Williams-Thomas,Visa,Tablet,0,Coahuila,Turismo,0,45
3971,2025-01-16 08:15:00,364.2,Bennett-Wilson,Amex,Desktop,0,Coahuila,Entretenimiento,0,40
3972,2025-02-01 17:26:00,78.57,Harper Ltd,Visa,Mobile,0,Sonora,Retail,0,9
3973,2025-01-18 13:26:00,32.19,Carpenter-Richards,Amex,Tablet,0,Nuevo León,Entretenimiento,0,35
3974,2025-01-31 04:54:00,123.59,Weber-Kelly,Visa,Desktop,0,Baja California,Restaurante,0,33
3975,2025-01-08 01:29:00,31.68,"Simon, Cooley and Newton",Visa,Tablet,0,Tamaulipas,Restaurante,0,18
3976,2025-02-03 02:51:00,234.59,Nguyen PLC,Discover,Tablet,0,Michoacán,Entretenimiento,0,13
3977,2025-02-03 21:29:00,46.96,"Castro, Chang and Brown",Discover,Tablet,0,Coahuila,Turismo,0,44
3978,2025-01-04 23:48:00,79.82,Martinez Ltd,MasterCard,Tablet,0,Nuevo León,Servicios,0,12
3979,2025-01-10 10:21:00,5.19,Castillo LLC,Discover,Tablet,0,Coahuila,Turismo,0,43
3980,2025-01-04 02:03:00,55.53,Woodward and Sons,Visa,Mobile,0,Guanajuato,Entretenimiento,0,17
3981,2025-02-01 18:49:00,178.6,"Reed, Davis and Young",Discover,Mobile,0,Nuevo León,Restaurante,0,49
3982,2025-01-07 14:11:00,163.81,Delgado Group,Visa,Mobile,0,Sonora,Retail,0,9
3983,2025-01-31 08:29:00,25.4,Anderson-Henry,Amex,Desktop,0,Michoacán,Servicios,0,36
3984,2025-01-02 20:07:00,25.63,Richardson and Sons,Visa,Mobile,0,CDMX,Electrónica,0,48
3985,2025-01-02 03:08:00,169.99,"Vega, Barber and Roberts",MasterCard,Mobile,0,EdoMex,Retail,0,50
3986,2025-01-19 22:57:00,266.5,"Maldonado, Gould and Duncan",Amex,Desktop,0,Jalisco,Turismo,0,31
3987,2025-01-03 21:33:00,10.02,Smith-Casey,MasterCard,Mobile,0,Jalisco,Supermercado,0,3
3988,2025-01-23 12:32:00,59.79,"Cox, Oliver and Nelson",MasterCard,Tablet,0,Tamaulipas,Supermercado,0,40
3989,2025-01-01 03:41:00,41.17,"Phillips, Austin and Steele",MasterCard,Mobile,0,Chihuahua,Supermercado,0,28
3990,2025-01-09 14:47:00,204.55,Williams LLC,Discover,Mobile,0,Coahuila,Entretenimiento,0,46
3991,2025-01-06 07:40:00,8.72,Lopez and Sons,MasterCard,Mobile,0,Jalisco,Retail,0,11
3992,2025-01-05 00:29:00,23.71,Drake LLC,Amex,Tablet,0,Baja California,Servicios,0,27
3993,2025-01-10 10:43:00,139.62,Warren-Sherman,Visa,Tablet,0,Veracruz,Electrónica,0,47
3994,2025-01-18 08:00:00,5.27,Davies PLC,MasterCard,Tablet,0,Chihuahua,Entretenimiento,0,50
3995,2025-01-22 10:21:00,67.83,Warner-Thompson,Amex,Tablet,0,Nuevo León,Electrónica,0,31
